recording_file,word,phoneme,phoneme_index,start_time,end_time,duration,duration_ratio,gop_score,gop_gap,max_posterior_phoneme,energy_mean,error_type,label_confidence,label_source
1015880776754870a73c212fe7d5f346.wav,Sometimes,t,3,13.532,13.587,0.055,0.917,-9.7405,8.0015,m,0.076245,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,Sometimes,a,4,13.587,13.642,0.055,0.687,-9.8079,6.5504,t,0.24028,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,Sometimes,ɪ,5,13.642,13.697,0.055,0.687,-12.853,12.8518,<pad>,0.169553,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,Sometimes,m,6,13.697,13.752,0.055,0.786,-10.9633,6.0101,<pad>,0.136329,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,Sometimes,z,7,13.752,13.807,0.055,0.687,-17.3522,17.3522,<pad>,0.045587,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,p,0,13.867,13.9127,0.0457,0.762,-2.7982,0.0,p,0.072567,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,i,1,13.9127,13.9584,0.0457,0.571,-6.654,1.6625,<pad>,0.122954,distortion,0.55,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,ː,2,13.9584,14.0041,0.0457,0.571,-0.0,0.0,<pad>,0.06255,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,p,3,14.0041,14.0499,0.0457,0.762,-12.2005,12.2005,<pad>,0.014001,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,ə,4,14.0499,14.0956,0.0457,0.762,-9.7042,5.2457,p,0.140937,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,l,5,14.0956,14.1413,0.0457,0.762,-5.9034,1.8162,<pad>,0.114585,distortion,0.55,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,people's,z,6,14.1413,14.187,0.0457,0.571,-9.4581,9.4408,<pad>,0.03044,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,d,0,14.227,14.2757,0.0487,0.974,-3.6341,0.0,d,0.124953,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,ᵻ,1,14.2757,14.3244,0.0487,0.609,-14.9954,14.9953,<pad>,0.072497,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,p,2,14.3244,14.3731,0.0487,0.812,-11.2283,11.2282,<pad>,0.01968,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,ɛ,3,14.3731,14.4219,0.0487,0.609,-11.6551,6.2728,<pad>,0.147845,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,n,4,14.4219,14.4706,0.0487,0.812,-10.2478,5.7896,ɛ,0.17088,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,d,5,14.4706,14.5193,0.0487,0.974,-14.004,14.0038,<pad>,0.155673,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,depends,z,6,14.5193,14.568,0.0487,0.609,-10.5643,9.8924,n,0.036025,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,too,t,0,14.628,14.6747,0.0467,0.778,-4.6668,0.0,t,0.039644,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,too,u,1,14.6747,14.7213,0.0467,0.583,-6.8609,2.5829,<pad>,0.139593,distortion,0.558,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,too,ː,2,14.7213,14.768,0.0467,0.583,-0.0001,0.0,<pad>,0.158464,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,much,m,0,14.808,14.848,0.04,0.571,-4.895,0.0,m,0.160222,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,much,ʌ,1,14.848,14.888,0.04,0.571,-14.0204,14.0203,<pad>,0.133534,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,much,t,2,14.888,14.928,0.04,0.667,-6.1395,6.1362,<pad>,0.024217,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,much,ʃ,3,14.928,14.968,0.04,0.4,-8.6824,3.4569,<pad>,0.040656,substitution,0.846,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,on,ɔ,0,15.048,15.088,0.04,0.5,-15.7374,15.7373,<pad>,0.124633,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,on,n,1,15.088,15.128,0.04,0.667,-2.9223,0.0,n,0.159032,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,e,0,15.188,15.273,0.085,1.062,-11.2722,9.3758,<pad>,0.106071,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,ɪ,1,15.273,15.358,0.085,1.062,-12.5559,12.5555,<pad>,0.126412,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,a,2,15.358,15.443,0.085,1.062,-11.3549,9.5009,<pad>,0.149248,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,ɪ,3,15.443,15.528,0.085,1.062,-15.481,15.4809,<pad>,0.085342,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,without,w,0,15.588,15.6313,0.0433,0.867,-3.2781,0.5773,<pad>,0.088087,correct,0.806,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,without,ɪ,1,15.6313,15.6747,0.0433,0.542,-5.3996,1.2028,<pad>,0.073973,distortion,0.55,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,without,ð,2,15.6747,15.718,0.0433,0.722,-7.6144,2.43,<pad>,0.128424,distortion,0.543,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,without,a,3,15.718,15.7613,0.0433,0.542,-7.1626,2.4288,<pad>,0.168927,distortion,0.543,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,without,ʊ,4,15.7613,15.8047,0.0433,0.542,-14.1957,14.1954,<pad>,0.123226,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,without,t,5,15.8047,15.848,0.0433,0.722,-3.3391,3.02,<pad>,0.009383,substitution,0.802,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,checking,t,0,15.888,15.938,0.05,0.833,-7.6126,3.8128,<pad>,0.066372,substitution,0.881,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,checking,ʃ,1,15.938,15.988,0.05,0.5,-9.3569,4.3248,ɛ,0.15704,substitution,0.932,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,checking,ɛ,2,15.988,16.038,0.05,0.625,-13.7814,13.7814,<pad>,0.050164,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,checking,k,3,16.038,16.088,0.05,0.714,-9.642,9.6418,<pad>,0.033579,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,checking,ɪ,4,16.088,16.138,0.05,0.625,-8.3676,3.7393,k,0.117316,substitution,0.874,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,checking,ŋ,5,16.138,16.188,0.05,0.714,-10.9764,8.3066,<pad>,0.132774,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,the,ð,0,16.228,16.278,0.05,0.833,-4.5587,0.0,ð,0.14237,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,the,ə,1,16.278,16.328,0.05,0.833,-11.6951,11.6906,<pad>,0.16414,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,ɪ,0,16.368,16.422,0.054,0.675,-12.2163,10.2861,<pad>,0.111685,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,n,1,16.422,16.476,0.054,0.9,-4.6686,2.1678,<pad>,0.01137,distortion,0.617,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,f,2,16.476,16.53,0.054,0.6,-3.2838,0.0,f,0.104594,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,ɚ,3,16.53,16.584,0.054,0.675,-3.6654,0.1717,ɹ,0.130418,correct,0.907,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,m,4,16.584,16.638,0.054,0.771,-11.5508,11.5496,<pad>,0.140854,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,e,5,16.638,16.692,0.054,0.675,-14.4157,13.6385,<pad>,0.117795,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,ɪ,6,16.692,16.746,0.054,0.675,-14.1372,9.2534,<pad>,0.074534,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,ʃ,7,16.746,16.8,0.054,0.54,-13.8055,9.2002,<pad>,0.060126,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,ə,8,16.8,16.854,0.054,0.9,-13.5464,13.546,<pad>,0.112764,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,information,n,9,16.854,16.908,0.054,0.9,-11.893,11.8929,<pad>,0.150604,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,k,0,16.968,17.028,0.06,0.857,-9.9355,6.452,<pad>,0.05504,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,ɛ,1,17.028,17.088,0.06,0.75,-9.748,6.8284,<pad>,0.169441,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,ɹ,2,17.088,17.148,0.06,0.75,-4.974,4.9508,<pad>,0.100198,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,f,3,17.148,17.208,0.06,0.667,-8.1007,4.7402,<pad>,0.007997,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,ə,4,17.208,17.268,0.06,1.0,-8.6865,6.672,<pad>,0.080712,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,l,5,17.268,17.328,0.06,1.0,-7.9077,4.2386,<pad>,0.056467,substitution,0.924,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,carefully.,i,6,17.328,17.388,0.06,0.75,-7.8545,7.622,<pad>,0.02937,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,I,a,0,18.489,18.519,0.03,0.375,-13.1527,13.1526,<pad>,0.164085,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,I,ɪ,1,18.519,18.549,0.03,0.375,-9.9985,9.9979,<pad>,0.114758,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,believe,b,0,18.589,18.639,0.05,1.0,-5.2145,0.0,b,0.155933,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,believe,ᵻ,1,18.639,18.689,0.05,0.625,-6.9549,4.0589,<pad>,0.09515,substitution,0.906,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,believe,l,2,18.689,18.739,0.05,0.833,-5.28,3.6097,<pad>,0.146545,substitution,0.861,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,believe,i,3,18.739,18.789,0.05,0.625,-12.8169,10.6465,<pad>,0.179989,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,believe,ː,4,18.789,18.839,0.05,0.625,-0.0768,-4.1409,<pad>,0.16714,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,believe,v,5,18.839,18.889,0.05,0.714,-16.348,16.348,<pad>,0.054905,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,that,ð,0,18.929,18.9757,0.0467,0.778,-4.1446,0.0517,<pad>,0.085861,correct,0.937,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,that,æ,1,18.9757,19.0223,0.0467,0.519,-7.4994,4.4608,<pad>,0.158881,substitution,0.946,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,that,t,2,19.0223,19.069,0.0467,0.778,-3.5267,0.9618,<pad>,0.140306,correct,0.71,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,e,0,19.109,19.174,0.065,0.812,-11.8925,11.8923,<pad>,0.150325,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,ɪ,1,19.174,19.239,0.065,0.812,-10.7727,10.7717,<pad>,0.15673,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,a,2,19.239,19.304,0.065,0.812,-10.9918,7.5912,<pad>,0.155954,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,AI,ɪ,3,19.304,19.369,0.065,0.812,-14.2485,14.2482,<pad>,0.121356,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,should,ʃ,0,19.409,19.469,0.06,0.6,-5.032,2.4047,<pad>,0.059778,distortion,0.54,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,should,ʊ,1,19.469,19.529,0.06,0.75,-8.3583,6.1439,<pad>,0.114939,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,should,d,2,19.529,19.589,0.06,1.2,-2.3731,0.2523,<pad>,0.091386,correct,0.887,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,assist,ɐ,0,19.629,19.689,0.06,0.75,-10.6543,8.412,<pad>,0.050402,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,assist,s,1,19.689,19.749,0.06,0.6,-1.5784,0.4573,<pad>,0.047973,correct,0.836,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,assist,ɪ,2,19.749,19.809,0.06,0.75,-7.8518,4.1498,<pad>,0.129763,substitution,0.915,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,assist,s,3,19.809,19.869,0.06,0.6,-5.9605,3.2141,<pad>,0.069879,substitution,0.821,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,assist,t,4,19.869,19.929,0.06,1.0,-4.6716,1.6821,<pad>,0.01807,distortion,0.568,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,h,0,19.969,20.0165,0.0475,0.792,-1.1732,0.0,h,0.051603,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,j,1,20.0165,20.064,0.0475,0.95,-3.3936,0.0,j,0.131835,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,u,2,20.064,20.1115,0.0475,0.594,-9.0874,9.0867,<pad>,0.1304,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,ː,3,20.1115,20.159,0.0475,0.594,-0.0006,0.0,<pad>,0.164469,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,m,4,20.159,20.2065,0.0475,0.679,-5.9085,0.9663,<pad>,0.152374,correct,0.708,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,ə,5,20.2065,20.254,0.0475,0.792,-5.1687,1.4529,<pad>,0.121022,distortion,0.55,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,n,6,20.254,20.3015,0.0475,0.792,-10.085,10.0849,<pad>,0.08697,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,humans,z,7,20.3015,20.349,0.0475,0.594,-12.9641,10.0492,n,0.032383,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,instead,ɪ,0,20.429,20.4757,0.0467,0.583,-13.5632,9.1055,<pad>,0.115406,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,instead,n,1,20.4757,20.5223,0.0467,0.778,-6.6066,6.5105,<pad>,0.037831,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,instead,s,2,20.5223,20.569,0.0467,0.467,-2.9519,0.0,s,0.029282,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,instead,t,3,20.569,20.6157,0.0467,0.778,-7.2672,7.2662,<pad>,0.078251,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,instead,ɛ,4,20.6157,20.6623,0.0467,0.583,-10.6919,7.3058,<pad>,0.169992,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,instead,d,5,20.6623,20.709,0.0467,0.933,-9.5534,4.6254,<pad>,0.080347,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,of,ʌ,0,20.749,20.7795,0.0305,0.436,-11.3755,11.3749,<pad>,0.043908,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,of,v,1,20.7795,20.81,0.0305,0.436,-8.2278,8.2274,<pad>,0.034223,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,ɹ,0,20.85,20.9011,0.0511,0.639,-7.2102,5.0712,<pad>,0.115314,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,ᵻ,1,20.9011,20.9522,0.0511,0.639,-14.5053,14.5052,<pad>,0.017933,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,p,2,20.9522,21.0033,0.0511,0.852,-11.3189,11.3188,<pad>,0.014029,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,l,3,21.0033,21.0544,0.0511,0.852,-8.2116,3.7567,p,0.107171,substitution,0.876,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,e,4,21.0544,21.1056,0.0511,0.639,-12.3797,12.1767,l,0.143434,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,ɪ,5,21.1056,21.1567,0.0511,0.639,-10.3065,6.5901,<pad>,0.064496,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,s,6,21.1567,21.2078,0.0511,0.511,-12.6902,12.6897,<pad>,0.041704,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,ɪ,7,21.2078,21.2589,0.0511,0.639,-12.7682,12.7681,<pad>,0.136623,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,replacing,ŋ,8,21.2589,21.31,0.0511,0.73,-13.0785,10.0066,s,0.161879,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,them,ð,0,21.35,21.39,0.04,0.667,-6.8933,3.6783,<pad>,0.12037,substitution,0.868,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,them,ɛ,1,21.39,21.43,0.04,0.5,-15.4949,15.4948,<pad>,0.119423,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,them,m,2,21.43,21.47,0.04,0.571,-4.6572,0.4773,<pad>,0.051966,correct,0.831,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,k,0,21.51,21.562,0.052,0.743,-9.0468,9.0443,<pad>,0.112766,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,ə,1,21.562,21.614,0.052,0.867,-6.9054,3.3955,<pad>,0.142227,substitution,0.84,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,m,2,21.614,21.666,0.052,0.743,-0.9461,0.0,m,0.020769,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,p,3,21.666,21.718,0.052,0.867,-6.299,2.4153,<pad>,0.010232,distortion,0.642,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,l,4,21.718,21.77,0.052,0.867,-10.4189,10.4187,<pad>,0.107296,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,i,5,21.77,21.822,0.052,0.65,-11.4461,11.2516,l,0.103468,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,ː,6,21.822,21.874,0.052,0.65,-0.173,-4.427,<pad>,0.039576,correct,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,t,7,21.874,21.926,0.052,0.867,-13.4217,13.4217,<pad>,0.038652,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,l,8,21.926,21.978,0.052,0.867,-12.6803,12.68,<pad>,0.061389,substitution,0.95,rule_based_v1
1015880776754870a73c212fe7d5f346.wav,completely.,i,9,21.978,22.03,0.052,0.65,-10.122,7.6799,t,0.032385,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,Hello!,h,0,0.171,0.2472,0.0762,1.27,-2.5733,1.1572,<pad>,0.179815,distortion,0.55,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,Hello!,ə,1,0.2472,0.3234,0.0762,1.27,-8.9129,6.8402,<pad>,0.254364,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,Hello!,l,2,0.3234,0.3996,0.0762,1.27,-7.6438,7.6432,<pad>,0.203956,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,Hello!,o,3,0.3996,0.4758,0.0762,0.952,-13.0296,11.23,<pad>,0.22103,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,Hello!,ʊ,4,0.4758,0.552,0.0762,0.952,-12.3008,9.9526,<pad>,0.101498,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,My,m,0,0.832,0.8987,0.0667,0.952,-4.7391,0.8821,<pad>,0.239974,correct,0.729,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,My,a,1,0.8987,0.9653,0.0667,0.833,-11.6037,7.9829,<pad>,0.185791,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,My,ɪ,2,0.9653,1.032,0.0667,0.833,-11.3444,11.3439,<pad>,0.19991,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,name,n,0,1.092,1.1522,0.0602,1.004,-7.4957,4.478,<pad>,0.15386,substitution,0.948,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,name,e,1,1.1522,1.2125,0.0602,0.753,-12.1854,9.3789,<pad>,0.209456,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,name,ɪ,2,1.2125,1.2727,0.0602,0.753,-14.4487,14.4487,<pad>,0.216615,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,name,m,3,1.2728,1.333,0.0602,0.861,-7.8663,6.3198,<pad>,0.188228,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,is,ɪ,0,1.533,1.573,0.04,0.5,-11.3663,11.3662,<pad>,0.183598,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,is,z,1,1.573,1.613,0.04,0.5,-6.4949,2.1356,<pad>,0.061706,distortion,0.514,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,John.,d,0,1.713,1.773,0.06,1.2,-9.0764,5.9255,<pad>,0.140304,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,John.,ʒ,1,1.773,1.833,0.06,0.75,-13.2321,10.5542,<pad>,0.187818,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,John.,ɑ,2,1.833,1.893,0.06,0.75,-17.9318,17.9318,<pad>,0.082814,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,John.,ː,3,1.893,1.953,0.06,0.75,-0.0001,0.0,<pad>,0.02295,correct,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,John.,n,4,1.953,2.013,0.06,1.0,-3.5098,0.8713,<pad>,0.012853,correct,0.732,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,I,a,0,3.035,3.075,0.04,0.5,-13.9289,13.9289,<pad>,0.26148,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,I,ɪ,1,3.075,3.115,0.04,0.5,-10.5497,10.5486,<pad>,0.245711,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,am,æ,0,3.215,3.265,0.05,0.556,-14.383,14.3829,<pad>,0.234494,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,am,m,1,3.265,3.315,0.05,0.714,-8.486,8.4855,<pad>,0.22738,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,from,f,0,3.435,3.485,0.05,0.556,-7.4165,7.414,<pad>,0.095309,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,from,ɹ,1,3.485,3.535,0.05,0.625,-4.4272,0.0,ɹ,0.272997,correct,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,from,ʌ,2,3.535,3.585,0.05,0.714,-4.3586,0.2831,<pad>,0.241065,correct,0.879,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,from,m,3,3.585,3.635,0.05,0.714,-10.627,10.6269,<pad>,0.205528,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,India.,ɪ,0,3.796,3.868,0.072,0.9,-15.5031,15.5014,<pad>,0.317166,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,India.,n,1,3.868,3.94,0.072,1.2,-5.7584,3.1526,<pad>,0.144846,substitution,0.815,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,India.,d,2,3.94,4.012,0.072,1.44,-6.2567,2.5077,<pad>,0.188168,distortion,0.551,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,India.,i,3,4.012,4.084,0.072,0.9,-11.1348,11.1306,<pad>,0.091542,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,India.,ə,4,4.084,4.156,0.072,1.2,-8.8846,7.5213,<pad>,0.014526,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,I,a,0,5.117,5.147,0.03,0.375,-13.4853,13.4852,<pad>,0.278151,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,I,ɪ,1,5.147,5.177,0.03,0.375,-10.5036,10.5028,<pad>,0.274219,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,like,l,0,5.257,5.3222,0.0653,1.088,-4.0625,0.9996,<pad>,0.251462,correct,0.7,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,like,a,1,5.3222,5.3875,0.0653,0.816,-11.2554,7.8161,<pad>,0.220596,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,like,ɪ,2,5.3875,5.4527,0.0653,0.816,-9.8218,9.8193,<pad>,0.163948,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,like,k,3,5.4528,5.518,0.0653,0.932,-7.9891,7.9858,<pad>,0.008156,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,reading,ɹ,0,5.618,5.6747,0.0567,0.708,-1.7032,0.0,ɹ,0.255429,correct,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,reading,i,1,5.6747,5.7313,0.0567,0.708,-7.305,2.5401,<pad>,0.328091,distortion,0.554,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,reading,ː,2,5.7313,5.788,0.0567,0.708,-0.0,0.0,<pad>,0.187523,correct,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,reading,d,3,5.788,5.8447,0.0567,1.133,-12.6604,12.6604,<pad>,0.25586,substitution,0.95,rule_based_v1
2254665fcd114a018c0fbf834c581fb2.wav,reading,ɪ,4,5.8447,5.9013,0.0567,0.708,-11.6916,7.6517,<pad>,0.28949,substitution,0.95,rule_based_v1
